ID;GENERO;RENTA;EDAD;NIV_EDUC;E_CIVIL;COD_OFI;COD_COM;CIUDAD;COL_1;COL_2;COL_3;COL_4;D_ACTUAL;D_MES_ANT;PROM_DEUDA;M_MOROSO;MONTO;SEGURO;OFERTA;
1;M       ;1.200.000;39;TEC     ;CAS     ;42;31;COQUIMBO        ;3.788.129;512.102;0;412.983;4.116;9.265;420;1;1.700.000;SI;NO ACEPTA;
2;M       ;1.200.000;55;TEC     ;CAS     ;16;90;SANTIAGO        ;0;0;0;1.527.726;385;0;1.724;1;5.700.000;NO;ACEPTA;
3;M       ;800.000;47;UNV     ;CAS     ;48;87;SANTIAGO        ;0;800.000;0;0;460;0;0;1;3.200.000;NO;ACEPTA;
4;F       ;700.000;47;TEC     ;CAS     ;79;148;SAN FERNANDO    ;1.112.326;104.780;0;1.167.713;1.496;0;2.356;2;1.400.000;NO;NO ACEPTA;
5;F       ;4.730.000;32;TEC     ;CAS     ;52;88;SANTIAGO        ;0;750.000;0;15.614;1.085;0;29;1;2.800.000;NO;NO ACEPTA;
6;F       ;500.000;37;TEC     ;CAS     ;139;90;SANTIAGO        ;0;132.982;0;0;112;0;0;1;1.900.000;NO;NO ACEPTA;
7;M       ;1.700.000;56;TEC     ;SOL     ;64;314;COYHAIQUE       ;930.378;1.174.132;0;0;11;0;0;2;8.000.000;NO;NO ACEPTA;
8;F       ;1.162.000;30;TEC     ;SOL     ;90;88;SANTIAGO        ;0;0;0;0;394;49.545;291;1;5.500.000;NO;NO ACEPTA;
9;M       ;7.350.000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;0;800.000;0;0;304;0;0;1;3.100.000;NO;ACEPTA;
10;M       ;616.000;52;UNV     ;CAS     ;31;119;SANTIAGO        ;0;300.000;0;0;0;0;16.043;1;2.200.000;SI;ACEPTA;
11;M       ;2.279.000;40;UNV     ;SEP     ;138;1;ARICA           ;4.373.067;1.000.000;0;966.131;6.833;0;987;2;6.900.000;NO;ACEPTA;
12;M       ;700.000;48;UNV     ;CAS     ;74;272;VALDIVIA        ;0;227.199;0;1.000.000;90;0;1.021;1;2.600.000;NO;NO ACEPTA;
13;F       ;1.000.000;28;UNV     ;CAS     ;44;173;TALCA           ;0;2.600.000;0;0;18;0;0;1;2.400.000;NO;NO ACEPTA;
14;F       ;1.536.000;55;MED     ;CAS     ;39;84;SANTIAGO        ;0;347.816;0;320.337;2.108;0;289;3;7.200.000;NO;NO ACEPTA;
15;M       ;650.000;39;TEC     ;SEP     ;76;45;PETORCA         ;0;388.697;0;246.770;1;0;0;1;2.300.000;NO;NO ACEPTA;
16;M       ;750.000;41;MED     ;CAS     ;31;119;SANTIAGO        ;0;459.827;0;0;322;2.564;0;1;3.300.000;NO;ACEPTA;
17;M       ;74.200;50;MED     ;CAS     ;55;90;SANTIAGO        ;0;500.000;1.366.018;0;0;0;1.664;1;2.100.000;NO;ACEPTA;
18;M       ;700.000;33;UNV     ;CAS     ;48;89;SANTIAGO        ;0;686.288;0;0;1;0;0;1;2.200.000;NO;NO ACEPTA;
19;M       ;744.000;48;MED     ;CAS     ;138;1;ARICA           ;0;103.418;0;241.818;279;0;451;1;3.500.000;NO;ACEPTA;
20;F       ;500.000;49;MED     ;CAS     ;80;81;SANTIAGO        ;0;128.846;0;188.588;187;0;0;1;1.900.000;NO;ACEPTA;
21;M       ;1.000.000;53;UNV     ;;138;1;ARICA           ;609.457;351.911;0;700.000;4.030;0;934;3;1.000.000;SI;ACEPTA;
22;F       ;435.000;50;UNV     ;;131;94;SANTIAGO        ;0;543.111;0;0;0;158;0;1;1.200.000;SI;ACEPTA;
23;M       ;525.000;48;UNV     ;;148;90;SANTIAGO        ;0;201.292;0;0;95;0;0;1;1.900.000;SI;ACEPTA;
24;M       ;600.000;51;UNV     ;SOL     ;90;97;SANTIAGO        ;0;285.070;0;130.936;0;0;16.308;1;2.200.000;NO;ACEPTA;
25;M       ;547.000;48;UNV     ;CAS     ;127;93;SANTIAGO        ;0;892.177;0;298.710;432;0;305;1;1.300.000;SI;ACEPTA;
26;M       ;1.044.000;49;UNV     ;SOL     ;120;116;SANTIAGO        ;1.438.520;232.488;0;187.326;1.672;0;224;1;3.600.000;NO;ACEPTA;
27;F       ;86.000;45;MED     ;SOL     ;51;88;SANTIAGO        ;0;1.745.545;0;0;229;31.718;90;1;8.000.000;SI;NO ACEPTA;
28;M       ;1.160.000;47;TEC     ;CAS     ;83;85;SANTIAGO        ;0;12.044;0;1.099.284;3.595;3.723;5.361;3;2.300.000;NO;ACEPTA;
29;F       ;463.000;63;MED     ;CAS     ;95;316;AYSEN           ;0;423.805;0;289.449;786;0;0;1;1.100.000;NO;NO ACEPTA;
30;F       ;6.250.000;36;MED     ;SOL     ;90;89;SANTIAGO        ;2.503.920;825.989;0;0;3.754;17.203;1.164;1;3.400.000;NO;NO ACEPTA;
31;M       ;797.000;60;MED     ;CAS     ;149;108;SANTIAGO        ;0;300.000;0;181.933;0;0;186;0;3.700.000;NO;NO ACEPTA;
32;M       ;2.349.000;53;TEC     ;CAS     ;84;85;SANTIAGO        ;0;0;0;0;744;39.255;436;2;8.000.000;NO;NO ACEPTA;
33;F       ;800.000;41;MED     ;CAS     ;102;90;SANTIAGO        ;0;827.187;0;1.000.000;472;0;1.018;1;3.200.000;SI;NO ACEPTA;
34;M       ;893.000;52;UNV     ;SOL     ;138;1;ARICA           ;0;1.945.800;0;0;132;0;0;1;2.600.000;NO;ACEPTA;
35;M       ;45.500;45;MED     ;CAS     ;55;90;SANTIAGO        ;2.223.208;1.528;0;0;2.657;0;496;1;1.400.000;NO;ACEPTA;
36;M       ;9.000.000;44;UNV     ;CAS     ;55;91;SANTIAGO        ;0;20.484;0;100.000;1.000;0;102;2;900.000;NO;ACEPTA;
37;M       ;500.000;37;UNV     ;CAS     ;27;227;TALCAHUANO      ;0;493.628;0;0;6;15.030;0;1;1.600.000;NO;NO ACEPTA;
38;M       ;447.000;52;UNV     ;CAS     ;27;226;CONCEPCION      ;0;409.580;0;0;87;0;0;1;1.400.000;NO;ACEPTA;
39;M       ;1.000.000;56;TEC     ;CAS     ;19;117;SANTIAGO        ;0;2.076.401;0;0;439;14.282;0;1;3.000.000;NO;NO ACEPTA;
40;F       ;470.000;51;TEC     ;SEP     ;53;93;SANTIAGO        ;0;250.000;0;0;9;0;0;2;1.700.000;NO;NO ACEPTA;
41;M       ;5.000.000;40;UNV     ;CAS     ;55;90;SANTIAGO        ;0;500.000;0;500.000;8;0;509;1;2.400.000;NO;ACEPTA;
42;F       ;750.000;44;TEC     ;SOL     ;83;88;SANTIAGO        ;0;46.200;0;489.350;2.328;0;509;3;1.500.000;NO;NO ACEPTA;
43;M       ;1.000.000;41;        ;CAS     ;144;93;SANTIAGO        ;0;0;0;0;0;0;2;0;5.000.000;NO;NO ACEPTA;
44;M       ;94.600;53;UNV     ;CAS     ;142;89;SANTIAGO        ;0;3.777;0;163.444;627;0;166;2;2.100.000;SI;ACEPTA;
45;M       ;2.118.000;46;TEC     ;CAS     ;80;96;SANTIAGO        ;1.858.368;1.908.900;0;301.236;2.288;5.722;0;1;8.000.000;SI;ACEPTA;
46;F       ;1.550.000;51;MED     ;CAS     ;60;291;PUERTO MONTT    ;0;239.434;0;0;958;3.300;0;2;8.000.000;NO;NO ACEPTA;
47;F       ;7.700.000;38;TEC     ;SOL     ;74;272;VALDIVIA        ;1.968.253;300.000;0;0;2.286;14.646;0;1;8.000.000;NO;NO ACEPTA;
48;M       ;69.000;53;UNV     ;CAS     ;25;86;SANTIAGO        ;936.597;498.302;0;53.451;1.184;67.919;625;2;5.100.000;NO;ACEPTA;
49;M       ;700.000;41;TEC     ;CAS     ;66;253;TEMUCO          ;0;0;0;0;213;17.333;0;1;2.600.000;NO;NO ACEPTA;
50;F       ;8.810.000;35;TEC     ;VIU     ;88;67;VINA DEL MAR    ;0;0;0;0;13;0;0;1;5.900.000;NO;NO ACEPTA;
51;F       ;800.000;34;TEC     ;SOL     ;62;292;PUERTO VARAS    ;0;800.000;0;0;1.113;0;0;1;2.900.000;NO;NO ACEPTA;
52;M       ;624.000;32;MED     ;CAS     ;17;88;SANTIAGO        ;0;330.643;0;0;223;22.527;2;2;2.200.000;NO;NO ACEPTA;
53;F       ;982.000;41;UNV     ;CAS     ;27;226;CONCEPCION      ;0;399.947;0;407.773;243;0;19.968;2;4.600.000;SI;ACEPTA;
54;F       ;4.850.000;33;TEC     ;SEP     ;108;326;PUNTA ARENAS    ;1.454.987;387.142;0;454.705;1.593;0;108;1;2.800.000;SI;NO ACEPTA;
55;F       ;63.000;34;TEC     ;SOL     ;14;22;COPIAPO         ;0;1.000.000;0;0;10.754;0;994;1;8.000.000;SI;NO ACEPTA;
56;M       ;681.000;48;UNV     ;CAS     ;52;93;SANTIAGO        ;384.966;-4.828;0;0;832;0;0;1;1.900.000;NO;ACEPTA;
57;M       ;1.800.000;47;UNV     ;CAS     ;138;1;ARICA           ;6.636.360;425.046;0;2.954.407;7.866;21.862;4.852;2;3.000.000;SI;ACEPTA;
58;M       ;600.000;32;TEC     ;CAS     ;75;186;PARRAL          ;0;0;0;0;0;0;748;0;2.400.000;NO;NO ACEPTA;
59;F       ;510.000;39;TEC     ;CAS     ;96;131;RANCAGUA        ;0;1.050.000;0;279.914;305;0;0;1;1.000.000;NO;NO ACEPTA;
60;F       ;1.000.000;46;UNV     ;SOL     ;138;1;ARICA           ;0;1.171.587;0;445.308;0;0;23.366;1;3.900.000;NO;ACEPTA;
61;M       ;1.141.000;52;UNV     ;SOL     ;24;88;SANTIAGO        ;0;4.366.829;1.499.997;0;79;0;3.928;1;1.400.000;NO;NO ACEPTA;
62;M       ;1.474.000;44;MED     ;SOL     ;31;119;SANTIAGO        ;0;26.223;0;812.605;2.338;0;16.887;2;5.100.000;NO;ACEPTA;
63;M       ;55.000;48;UNV     ;CAS     ;55;90;SANTIAGO        ;0;476.416;0;252.207;119;0;3;1;3.800.000;NO;ACEPTA;
64;F       ;696.000;43;TEC     ;SOL     ;14;22;COPIAPO         ;1.298.602;1.055.159;0;398.675;1.619;0;295;1;500.000;SI;NO ACEPTA;
65;M       ;50.000;43;UNV     ;CAS     ;55;90;SANTIAGO        ;3.113.511;807.606;0;715.292;5.921;2.783;1.550;2;1.600.000;NO;ACEPTA;
66;F       ;62.600;47;TEC     ;SOL     ;134;16;ANTOFAGASTA     ;0;0;0;0;233;33.227;134;1;1.800.000;SI;NO ACEPTA;
67;F       ;500.000;54;TEC     ;CAS     ;122;516;LLO-LLEO        ;0;0;0;0;0;1.412;0;0;2.000.000;NO;NO ACEPTA;
68;F       ;65.000;52;TEC     ;SOL     ;94;301;ANCUD           ;0;250.000;0;0;94;26.415;0;1;1.800.000;SI;NO ACEPTA;
69;F       ;55.000;44;MED     ;SOL     ;101;80;SANTIAGO        ;0;0;0;269.800;0;0;4.349;0;7.500.000;SI;NO ACEPTA;
70;M       ;2.000.000;40;UNV     ;CAS     ;10;5;IQUIQUE         ;0;0;0;1.000.000;0;24.147;1.021;0;8.000.000;SI;NO ACEPTA;
71;M       ;8.000.000;43;UNV     ;CAS     ;80;89;SANTIAGO        ;0;900.000;11.789.569;0;3.955;0;14.439;2;2.100.000;NO;ACEPTA;
72;M       ;6.380.000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;46.388;0;0;655;0;30;1;2.400.000;NO;ACEPTA;
73;M       ;7.080.000;44;UNV     ;CAS     ;31;119;SANTIAGO        ;0;288.784;0;0;110;0;232;1;2.700.000;SI;ACEPTA;
74;F       ;796.000;48;UNV     ;CAS     ;31;119;SANTIAGO        ;0;507.866;0;0;678;0;0;1;3.400.000;NO;ACEPTA;
75;M       ;50.000;55;UNV     ;CAS     ;55;90;SANTIAGO        ;957.180;794.387;0;158.039;1.144;10.567;161;1;5.800.000;NO;ACEPTA;
76;M       ;535.000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;0;0;0;1.023;12.617;0;1;1.200.000;NO;ACEPTA;
77;F       ;7.420.000;39;TEC     ;SOL     ;53;94;SANTIAGO        ;0;250.000;0;51.010;55;0;118;1;1.600.000;NO;NO ACEPTA;
78;M       ;73.000;45;MED     ;VIU     ;55;90;SANTIAGO        ;0;1.314.098;0;1.483.415;357;0;3.411;2;6.200.000;NO;ACEPTA;
79;M       ;700.000;54;TEC     ;CAS     ;27;226;CONCEPCION      ;0;252.382;0;153.337;238;0;0;1;2.600.000;NO;ACEPTA;
80;M       ;670.000;53;UNV     ;SOL     ;16;115;SANTIAGO        ;0;524.752;0;760.341;1.037;13.168;774;2;1.700.000;NO;ACEPTA;
81;F       ;1.639.000;41;UNV     ;CAS     ;38;88;SANTIAGO        ;1.732.363;102.541;0;671.262;7.236;0;2.278;3;2.600.000;NO;ACEPTA;
82;M       ;850.000;41;MED     ;CAS     ;142;93;SANTIAGO        ;0;294.437;0;438.957;1.450;0;0;1;2.800.000;SI;ACEPTA;
83;M       ;600.000;33;UNV     ;SOL     ;32;105;SANTIAGO        ;0;249.000;0;462.509;1;0;1.565;1;2.200.000;NO;NO ACEPTA;
84;M       ;540.000;47;UNV     ;SOL     ;138;1;ARICA           ;0;297.010;0;0;223;0;0;1;1.900.000;NO;ACEPTA;
85;F       ;1.639.000;41;UNV     ;CAS     ;38;88;SANTIAGO        ;1.732.363;102.541;0;671.262;7.236;0;2.278;3;2.600.000;NO;ACEPTA;
86;M       ;1.354.000;38;MED     ;CAS     ;12;13;CALAMA          ;0;1.026.302;0;0;142;23.194;0;1;5.800.000;NO;NO ACEPTA;
87;F       ;526.000;49;UNV     ;CAS     ;49;80;SANTIAGO        ;0;450.000;0;0;82;0;2;1;1.700.000;NO;ACEPTA;
88;M       ;7.340.000;44;MED     ;CAS     ;55;90;SANTIAGO        ;0;457.222;0;309.295;139;0;16;2;2.400.000;SI;ACEPTA;
89;M       ;1.000.000;44;TEC     ;CAS     ;91;279;PANGUIPULLI     ;0;325.843;0;2.000.000;132;0;2.042;1;4.700.000;NO;NO ACEPTA;
90;M       ;773.000;49;UNV     ;SOL     ;144;86;SANTIAGO        ;0;1.168.253;0;1.131.438;1.774;0;1.610;3;2.100.000;NO;ACEPTA;
91;M       ;910.000;46;UNV     ;SOL     ;31;119;SANTIAGO        ;2.850.763;550.000;0;0;3.176;13.974;34;2;1.200.000;NO;ACEPTA;
92;M       ;840.000;48;UNV     ;CAS     ;152;84;SANTIAGO        ;0;0;0;1.743.230;35;32.121;1.486;1;4.200.000;NO;ACEPTA;
93;M       ;1.400.000;38;TEC     ;CAS     ;59;88;SANTIAGO        ;2.067.854;750.000;0;267.824;3.307;0;679;2;3.700.000;NO;NO ACEPTA;
94;M       ;1.500.000;53;MED     ;CAS     ;27;226;CONCEPCION      ;0;59.634;0;1.500.000;229;0;2.230;1;7.300.000;NO;NO ACEPTA;
95;M       ;4.860.000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;800.000;0;224.191;0;0;0;1;1.900.000;NO;ACEPTA;
96;F       ;1.942.000;52;TEC     ;SOL     ;43;70;QUILPUE         ;0;1.250.000;0;0;4.232;0;0;1;7.500.000;NO;NO ACEPTA;
97;F       ;450.000;26;TEC     ;SOL     ;128;88;SANTIAGO        ;0;35.976;0;237.509;158;0;33;1;1.700.000;NO;NO ACEPTA;
98;M       ;1.126.000;54;UNV     ;SOL     ;27;226;CONCEPCION      ;0;700.000;0;1.500.000;0;0;4.037;1;5.000.000;SI;ACEPTA;
99;F       ;7.500.000;31;TEC     ;VIU     ;82;104;SANTIAGO        ;1.379.626;339.194;0;250.000;2.058;0;35.249;1;750.000;NO;NO ACEPTA;
100;M       ;894.000;28;MED     ;SOL     ;105;61;LA CALERA       ;0;308.947;0;0;52;0;162;1;4.200.000;NO;NO ACEPTA;
101;M       ;716.000;47;UNV     ;SOL     ;38;104;SANTIAGO        ;0;1.050.000;0;0;0;0;8.972;1;1.900.000;NO;ACEPTA;
102;F       ;696.000;43;TEC     ;CAS     ;14;22;COPIAPO         ;1.298.602;1.055.159;0;398.675;1.619;0;295;1;500.000;SI;NO ACEPTA;
103;F       ;8.200.000;38;TEC     ;SOL     ;105;61;LA CALERA       ;0;250.000;0;398.399;0;0;358;0;4.800.000;NO;NO ACEPTA;
104;M       ;1.000.000;52;        ;SOL     ;18;93;SANTIAGO        ;0;800.000;0;124.713;1.244;0;0;1;3.800.000;NO;ACEPTA;
105;M       ;521.000;47;UNV     ;CAS     ;76;103;SANTIAGO        ;0;-903;0;250.000;255;0;255;1;1.900.000;NO;ACEPTA;
106;F       ;823.000;48;UNV     ;CAS     ;48;87;SANTIAGO        ;0;21.772;0;483.731;487;0;492;1;3.700.000;NO;ACEPTA;
107;F       ;4.500.000;33;TEC     ;SOL     ;105;59;QUILLOTA        ;0;611.860;0;475.174;516;0;396;1;2.400.000;NO;NO ACEPTA;
108;M       ;900.000;38;UNV     ;CAS     ;29;92;SANTIAGO        ;0;250.000;7.110.274;200.000;184;0;7.829;1;4.300.000;NO;NO ACEPTA;
109;F       ;4.600.000;44;UNV     ;CAS     ;118;94;SANTIAGO        ;0;13.686;0;169.317;1.131;0;326;2;1.300.000;NO;ACEPTA;
110;F       ;50.000;41;TEC     ;SOL     ;83;93;SANTIAGO        ;0;0;0;0;927;0;0;1;900.000;SI;NO ACEPTA;
111;M       ;5.730.000;40;        ;CAS     ;76;98;SANTIAGO        ;0;93.743;1.365.708;67.513;197;0;1.625;1;3.700.000;SI;ACEPTA;
112;M       ;702.000;47;UNV     ;CAS     ;138;86;SANTIAGO        ;0;279.136;0;250.000;717;0;255;1;2.100.000;NO;ACEPTA;
113;M       ;1.123.000;38;TEC     ;CAS     ;68;213;LOS ANGELES     ;1.286.925;1.858.426;0;0;1.712;0;0;1;2.500.000;NO;NO ACEPTA;
114;F       ;610.000;47;UNV     ;CAS     ;37;115;SANTIAGO        ;0;53.517;0;0;137;0;0;1;2.400.000;NO;ACEPTA;
115;M       ;50.000;41;MED     ;CAS     ;55;90;SANTIAGO        ;0;724.890;0;0;1.813;0;2;2;2.200.000;NO;ACEPTA;
116;F       ;1.900.000;48;MED     ;CAS     ;56;135;MACHALI         ;1.555.879;450.062;0;719.865;5.286;0;5.054;3;6.200.000;SI;NO ACEPTA;
117;M       ;1.368.000;45;UNV     ;SOL     ;31;119;SANTIAGO        ;485.498;1.257.884;0;130.484;5.903;0;28.664;3;1.000.000;NO;ACEPTA;
118;M       ;8.210.000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;0;550.000;0;138.955;20;0;0;1;2.300.000;NO;ACEPTA;
119;F       ;444.000;28;EUN     ;SOL     ;132;99;SANTIAGO        ;0;206.506;0;0;664;0;0;3;1.200.000;NO;NO ACEPTA;
120;M       ;1.106.000;35;UNV     ;CAS     ;98;122;MELIPILLA       ;0;649.998;0;429.782;0;10.982;395;0;4.900.000;SI;NO ACEPTA;
121;M       ;45.000;40;MED     ;CAS     ;55;90;SANTIAGO        ;2.208.949;500.000;0;950.055;4.777;11.995;957;2;1.800.000;NO;ACEPTA;
122;M       ;45.000;46;UNV     ;CAS     ;55;90;SANTIAGO        ;0;0;0;423.654;1.977;35.734;1.553;1;8.000.000;NO;ACEPTA;
123;M       ;75.000;45;UNV     ;CAS     ;55;90;SANTIAGO        ;0;241.622;0;900.000;8;0;8.486;1;2.400.000;NO;ACEPTA;
124;F       ;65.000;44;TEC     ;SOL     ;93;118;SANTIAGO        ;0;1.500.000;0;927.991;1.711;17.832;48;1;8.000.000;SI;NO ACEPTA;
125;M       ;780.000;29;MED     ;CAS     ;20;49;LOS ANDES       ;0;279.711;0;0;188;4.514;0;2;3.700.000;NO;NO ACEPTA;
126;M       ;6.000.000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;2.021.072;620.172;0;0;2.330;69.127;0;1;3.800.000;NO;ACEPTA;
127;M       ;850.000;33;UNV     ;CAS     ;92;105;SANTIAGO        ;0;108.441;0;432.209;1.184;0;472;2;3.100.000;SI;ACEPTA;
128;M       ;670.000;47;UNV     ;SOL     ;16;115;SANTIAGO        ;0;524.752;0;760.341;1.037;13.168;774;2;1.700.000;NO;ACEPTA;
129;M       ;700.000;33;TEC     ;CAS     ;12;13;CALAMA          ;1.008.411;500.000;0;0;1.486;6.478;0;2;1.300.000;NO;NO ACEPTA;
130;F       ;5.000.000;30;TEC     ;CAS     ;52;105;SANTIAGO        ;0;250.000;0;0;0;12.113;0;0;4.400.000;NO;NO ACEPTA;
131;M       ;1.296.000;50;UNV     ;SOL     ;138;1;ARICA           ;3.308.393;48.878;0;1.532.139;5.568;0;1.825;3;1.000.000;NO;ACEPTA;
132;F       ;53.000;47;TEC     ;SEP     ;33;25;VALLENAR        ;0;1.369.068;0;56.358;0;40.063;0;0;8.000.000;SI;NO ACEPTA;
133;M       ;1.400.000;37;TEC     ;CAS     ;124;253;TEMUCO          ;599.239;800.000;0;0;770;24.796;3.474;1;5.700.000;NO;NO ACEPTA;
134;M       ;2.155.000;47;UNV     ;CAS     ;66;242;ANGOL           ;0;-2.266;0;2.500.000;9.562;15.931;23.389;1;3.400.000;NO;NO ACEPTA;
135;M       ;633.000;35;TEC     ;CAS     ;39;84;SANTIAGO        ;0;73.360;0;0;251;0;0;1;2.300.000;NO;NO ACEPTA;
136;M       ;700.000;40;TEC     ;SOL     ;98;127;TALAGANTE       ;248.892;300.000;0;300.000;319;0;306;1;2.300.000;SI;NO ACEPTA;
137;F       ;500.000;59;TEC     ;CAS     ;84;89;SANTIAGO        ;0;581.247;0;0;86;0;0;1;1.500.000;NO;NO ACEPTA;
138;F       ;67.000;52;MED     ;SOL     ;12;13;CALAMA          ;0;18.965;0;0;626;0;416;1;1.800.000;SI;NO ACEPTA;
139;F       ;500.000;56;TEC     ;CAS     ;73;89;SANTIAGO        ;0;325.889;0;0;2;0;30;1;1.700.000;NO;NO ACEPTA;
140;F       ;1.176.000;52;UNV     ;CAS     ;90;80;SANTIAGO        ;0;1.300.000;0;2.133.472;1.306;0;2.280;1;4.600.000;NO;ACEPTA;
141;M       ;500.000;46;MED     ;CAS     ;151;226;CONCEPCION      ;0;0;0;0;0;27.121;20;0;2.000.000;NO;NO ACEPTA;
142;M       ;1.000.000;48;UNV     ;SOL     ;152;88;SANTIAGO        ;0;15.080;0;3.745;201;0;253;1;4.800.000;NO;ACEPTA;
143;M       ;680.000;31;TEC     ;CAS     ;44;176;SAN CLEMENTE    ;0;176.792;0;400.000;360;0;407;1;2.400.000;SI;NO ACEPTA;
144;M       ;650.000;53;MED     ;SOL     ;27;226;CONCEPCION      ;673.415;309.777;0;0;940;42.284;0;1;1.700.000;NO;ACEPTA;
145;F       ;6.400.000;64;TEC     ;CAS     ;78;184;COLBUN          ;0;789.829;0;112.684;11.622;0;2;1;8.000.000;NO;NO ACEPTA;
146;F       ;60.000;41;TEC     ;SOL     ;24;86;SANTIAGO        ;0;1.520.000;0;0;0;54.357;0;0;6.000.000;NO;NO ACEPTA;
147;F       ;700.000;54;MED     ;CAS     ;24;86;SANTIAGO        ;0;494.595;0;30.199;29;0;13;1;2.400.000;NO;NO ACEPTA;
148;F       ;1.000.000;52;UNV     ;CAS     ;138;1;ARICA           ;0;470.852;0;94.747;2.945;0;459;3;2.100.000;NO;ACEPTA;
149;F       ;980.000;51;UNV     ;CAS     ;138;1;ARICA           ;0;489.879;0;0;279;2.908;0;1;4.500.000;NO;ACEPTA;
150;M       ;1.500.000;47;UNV     ;SOL     ;85;88;SANTIAGO        ;0;59.157;0;367.147;388;0;0;1;7.200.000;NO;ACEPTA;
151;F       ;3.895.000;51;UNV     ;CAS     ;138;93;SANTIAGO        ;0;26.464;0;0;564;68.997;663;3;8.000.000;NO;ACEPTA;
152;F       ;8.070.000;38;TEC     ;VIU     ;80;115;SANTIAGO        ;0;300.000;0;0;437;4.724;239;1;2.300.000;NO;NO ACEPTA;
153;F       ;1.073.000;59;MED     ;CAS     ;55;93;SANTIAGO        ;0;1.292.403;0;0;46;14.950;107;1;4.100.000;NO;NO ACEPTA;
154;F       ;500.000;44;MED     ;CAS     ;36;67;VINA DEL MAR    ;0;938.949;0;0;103;0;0;1;1.100.000;NO;NO ACEPTA;
155;F       ;652.000;30;UNV     ;CAS     ;74;91;SANTIAGO        ;0;63.522;0;0;185;0;0;1;2.500.000;NO;NO ACEPTA;
156;F       ;570.000;42;MED     ;CAS     ;13;16;ANTOFAGASTA     ;0;0;0;0;710;29.945;407;1;1.600.000;NO;NO ACEPTA;
157;M       ;1.600.000;46;MED     ;CAS     ;31;119;SANTIAGO        ;2.781.888;650.000;0;2.945.713;8.335;0;5.025;2;1.300.000;NO;ACEPTA;
158;M       ;1.350.000;43;UNV     ;CAS     ;138;1;ARICA           ;0;950.000;0;885.181;544;0;587;1;5.800.000;NO;ACEPTA;
159;F       ;8.230.000;32;TEC     ;SOL     ;74;272;VALDIVIA        ;0;1.400.000;0;130.674;9;0;0;1;2.800.000;NO;NO ACEPTA;
160;M       ;1.100.000;47;UNV     ;SOL     ;138;1;ARICA           ;0;453.081;2.183.977;300.000;48;0;35.046;1;5.100.000;NO;ACEPTA;
161;M       ;500.000;47;UNV     ;SEP     ;31;119;SANTIAGO        ;0;325.000;0;300.000;250;0;306;1;1.700.000;NO;ACEPTA;
162;M       ;601.000;47;UNV     ;CAS     ;138;1;ARICA           ;0;90.909;0;234.949;591;0;303;1;1.900.000;SI;ACEPTA;
163;M       ;700.000;60;MED     ;SOL     ;108;99;SANTIAGO        ;0;812.080;0;0;94;0;0;1;2.000.000;NO;NO ACEPTA;
164;M       ;550.000;30;EUN     ;SOL     ;90;226;CONCEPCION      ;0;21.420;0;0;284;0;0;1;2.000.000;NO;NO ACEPTA;
165;M       ;591.000;44;UNV     ;SOL     ;31;119;SANTIAGO        ;0;0;0;0;179;23.076;4.380;1;2.200.000;NO;ACEPTA;
166;F       ;510.000;39;MED     ;CAS     ;96;131;RANCAGUA        ;0;1.050.000;0;279.914;305;0;0;1;1.000.000;NO;NO ACEPTA;
167;M       ;4.380.000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;21.564;0;100.000;175;0;103;1;2.600.000;NO;ACEPTA;
168;M       ;68.500;43;UNV     ;CAS     ;55;90;SANTIAGO        ;0;250.000;0;250.000;1.894;0;900;2;800.000;NO;ACEPTA;
169;F       ;50.000;44;MED     ;SOL     ;73;89;SANTIAGO        ;0;0;0;0;2.362;0;0;1;2.200.000;SI;NO ACEPTA;
170;F       ;1.000.000;42;MED     ;SOL     ;27;226;CONCEPCION      ;796.361;259.348;0;132.718;1.288;0;0;1;3.800.000;SI;NO ACEPTA;
171;M       ;1.971.000;42;MED     ;VIU     ;52;226;CONCEPCION      ;0;0;0;1.379.843;0;15.454;57.651;0;8.000.000;NO;NO ACEPTA;
172;M       ;500.000;49;UNV     ;CAS     ;28;118;SANTIAGO        ;0;479.508;0;12.036;421;0;0;1;1.600.000;SI;ACEPTA;
173;F       ;2.587.000;47;MED     ;CAS     ;39;86;SANTIAGO        ;0;0;0;0;0;0;630;0;8.000.000;NO;NO ACEPTA;
174;M       ;648.000;53;UNV     ;CAS     ;138;1;ARICA           ;0;215.807;0;0;177;11.556;0;1;2.400.000;NO;ACEPTA;
175;M       ;745.000;38;MED     ;CAS     ;67;193;CHILLAN         ;0;288.192;0;2.711;5;3.430;408;1;3.500.000;NO;NO ACEPTA;
176;F       ;65.000;50;MED     ;SOL     ;38;93;SANTIAGO        ;2.246.139;465.571;0;1.576.637;3.439;0;17.463;1;3.600.000;SI;NO ACEPTA;
177;M       ;3.000.000;39;MED     ;CAS     ;90;16;ANTOFAGASTA     ;0;800.000;0;0;376;74.080;35.173;1;8.000.000;NO;NO ACEPTA;
