ID;GENERO;RENTA;EDAD;NIV_EDUC;E_CIVIL;COD_OFI;COD_COM;CIUDAD;COL_1;COL_2;COL_3;COL_4;D_ACTUAL;D_MES_ANT;PROM_DEUDA;M_MOROSO;MONTO;SEGURO;OFERTA;
1;M       ;1200000;39;TEC     ;CAS     ;42;31;COQUIMBO        ;3788129;512102;0;412983;4116;9265;420;1;1700000;SI;NO ACEPTA;
2;M       ;1200000;55;TEC     ;CAS     ;16;90;SANTIAGO        ;0;0;0;1527726;385;0;1724;1;5700000;NO;ACEPTA;
3;M       ;800000;47;UNV     ;CAS     ;48;87;SANTIAGO        ;0;800000;0;0;460;0;0;1;3200000;NO;ACEPTA;
4;F       ;700000;47;TEC     ;CAS     ;79;148;SAN FERNANDO    ;1112326;104780;0;1167713;1496;0;2356;2;1400000;NO;NO ACEPTA;
5;F       ;4730000;32;TEC     ;CAS     ;52;88;SANTIAGO        ;0;750000;0;15614;1085;0;29;1;2800000;NO;NO ACEPTA;
6;F       ;500000;37;TEC     ;CAS     ;139;90;SANTIAGO        ;0;132982;0;0;112;0;0;1;1900000;NO;NO ACEPTA;
7;M       ;1700000;56;TEC     ;SOL     ;64;314;COYHAIQUE       ;930378;1174132;0;0;11;0;0;2;8000000;NO;NO ACEPTA;
8;F       ;1162000;30;TEC     ;SOL     ;90;88;SANTIAGO        ;0;0;0;0;394;49545;291;1;5500000;NO;NO ACEPTA;
9;M       ;7350000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;0;800000;0;0;304;0;0;1;3100000;NO;ACEPTA;
10;M       ;616000;52;UNV     ;CAS     ;31;119;SANTIAGO        ;0;300000;0;0;0;0;16043;1;2200000;SI;ACEPTA;
11;M       ;2279000;40;UNV     ;SEP     ;138;1;ARICA           ;4373067;1000000;0;966131;6833;0;987;2;6900000;NO;ACEPTA;
12;M       ;700000;48;UNV     ;CAS     ;74;272;VALDIVIA        ;0;227199;0;1000000;90;0;1021;1;2600000;NO;NO ACEPTA;
13;F       ;1000000;28;UNV     ;CAS     ;44;173;TALCA           ;0;2600000;0;0;18;0;0;1;2400000;NO;NO ACEPTA;
14;F       ;1536000;55;MED     ;CAS     ;39;84;SANTIAGO        ;0;347816;0;320337;2108;0;289;3;7200000;NO;NO ACEPTA;
15;M       ;650000;39;TEC     ;SEP     ;76;45;PETORCA         ;0;388697;0;246770;1;0;0;1;2300000;NO;NO ACEPTA;
16;M       ;750000;41;MED     ;CAS     ;31;119;SANTIAGO        ;0;459827;0;0;322;2564;0;1;3300000;NO;ACEPTA;
17;M       ;74200;50;MED     ;CAS     ;55;90;SANTIAGO        ;0;500000;1366018;0;0;0;1664;1;2100000;NO;ACEPTA;
18;M       ;700000;33;UNV     ;CAS     ;48;89;SANTIAGO        ;0;686288;0;0;1;0;0;1;2200000;NO;NO ACEPTA;
19;M       ;744000;48;MED     ;CAS     ;138;1;ARICA           ;0;103418;0;241818;279;0;451;1;3500000;NO;ACEPTA;
20;F       ;500000;49;MED     ;CAS     ;80;81;SANTIAGO        ;0;128846;0;188588;187;0;0;1;1900000;NO;ACEPTA;
21;M       ;1000000;53;UNV     ;;138;1;ARICA           ;609457;351911;0;700000;4030;0;934;3;1000000;SI;ACEPTA;
22;F       ;435000;50;UNV     ;;131;94;SANTIAGO        ;0;543111;0;0;0;158;0;1;1200000;SI;ACEPTA;
23;M       ;525000;48;UNV     ;;148;90;SANTIAGO        ;0;201292;0;0;95;0;0;1;1900000;SI;ACEPTA;
24;M       ;600000;51;UNV     ;SOL     ;90;97;SANTIAGO        ;0;285070;0;130936;0;0;16308;1;2200000;NO;ACEPTA;
25;M       ;547000;48;UNV     ;CAS     ;127;93;SANTIAGO        ;0;892177;0;298710;432;0;305;1;1300000;SI;ACEPTA;
26;M       ;1044000;49;UNV     ;SOL     ;120;116;SANTIAGO        ;1438520;232488;0;187326;1672;0;224;1;3600000;NO;ACEPTA;
27;F       ;86000;45;MED     ;SOL     ;51;88;SANTIAGO        ;0;1745545;0;0;229;31718;90;1;8000000;SI;NO ACEPTA;
28;M       ;1160000;47;TEC     ;CAS     ;83;85;SANTIAGO        ;0;12044;0;1099284;3595;3723;5361;3;2300000;NO;ACEPTA;
29;F       ;463000;63;MED     ;CAS     ;95;316;AYSEN           ;0;423805;0;289449;786;0;0;1;1100000;NO;NO ACEPTA;
30;F       ;6250000;36;MED     ;SOL     ;90;89;SANTIAGO        ;2503920;825989;0;0;3754;17203;1164;1;3400000;NO;NO ACEPTA;
31;M       ;797000;60;MED     ;CAS     ;149;108;SANTIAGO        ;0;300000;0;181933;0;0;186;0;3700000;NO;NO ACEPTA;
32;M       ;2349000;53;TEC     ;CAS     ;84;85;SANTIAGO        ;0;0;0;0;744;39255;436;2;8000000;NO;NO ACEPTA;
33;F       ;800000;41;MED     ;CAS     ;102;90;SANTIAGO        ;0;827187;0;1000000;472;0;1018;1;3200000;SI;NO ACEPTA;
34;M       ;893000;52;UNV     ;SOL     ;138;1;ARICA           ;0;1945800;0;0;132;0;0;1;2600000;NO;ACEPTA;
35;M       ;45500;45;MED     ;CAS     ;55;90;SANTIAGO        ;2223208;1528;0;0;2657;0;496;1;1400000;NO;ACEPTA;
36;M       ;9000000;44;UNV     ;CAS     ;55;91;SANTIAGO        ;0;20484;0;100000;1000;0;102;2;900000;NO;ACEPTA;
37;M       ;500000;37;UNV     ;CAS     ;27;227;TALCAHUANO      ;0;493628;0;0;6;15030;0;1;1600000;NO;NO ACEPTA;
38;M       ;447000;52;UNV     ;CAS     ;27;226;CONCEPCION      ;0;409580;0;0;87;0;0;1;1400000;NO;ACEPTA;
39;M       ;1000000;56;TEC     ;CAS     ;19;117;SANTIAGO        ;0;2076401;0;0;439;14282;0;1;3000000;NO;NO ACEPTA;
40;F       ;470000;51;TEC     ;SEP     ;53;93;SANTIAGO        ;0;250000;0;0;9;0;0;2;1700000;NO;NO ACEPTA;
41;M       ;5000000;40;UNV     ;CAS     ;55;90;SANTIAGO        ;0;500000;0;500000;8;0;509;1;2400000;NO;ACEPTA;
42;F       ;750000;44;TEC     ;SOL     ;83;88;SANTIAGO        ;0;46200;0;489350;2328;0;509;3;1500000;NO;NO ACEPTA;
43;M       ;1000000;41;        ;CAS     ;144;93;SANTIAGO        ;0;0;0;0;0;0;2;0;5000000;NO;NO ACEPTA;
44;M       ;94600;53;UNV     ;CAS     ;142;89;SANTIAGO        ;0;3777;0;163444;627;0;166;2;2100000;SI;ACEPTA;
45;M       ;2118000;46;TEC     ;CAS     ;80;96;SANTIAGO        ;1858368;1908900;0;301236;2288;5722;0;1;8000000;SI;ACEPTA;
46;F       ;1550000;51;MED     ;CAS     ;60;291;PUERTO MONTT    ;0;239434;0;0;958;3300;0;2;8000000;NO;NO ACEPTA;
47;F       ;7700000;38;TEC     ;SOL     ;74;272;VALDIVIA        ;1968253;300000;0;0;2286;14646;0;1;8000000;NO;NO ACEPTA;
48;M       ;69000;53;UNV     ;CAS     ;25;86;SANTIAGO        ;936597;498302;0;53451;1184;67919;625;2;5100000;NO;ACEPTA;
49;M       ;700000;41;TEC     ;CAS     ;66;253;TEMUCO          ;0;0;0;0;213;17333;0;1;2600000;NO;NO ACEPTA;
50;F       ;8810000;35;TEC     ;VIU     ;88;67;VINA DEL MAR    ;0;0;0;0;13;0;0;1;5900000;NO;NO ACEPTA;
51;F       ;800000;34;TEC     ;SOL     ;62;292;PUERTO VARAS    ;0;800000;0;0;1113;0;0;1;2900000;NO;NO ACEPTA;
52;M       ;624000;32;MED     ;CAS     ;17;88;SANTIAGO        ;0;330643;0;0;223;22527;2;2;2200000;NO;NO ACEPTA;
53;F       ;982000;41;UNV     ;CAS     ;27;226;CONCEPCION      ;0;399947;0;407773;243;0;19968;2;4600000;SI;ACEPTA;
54;F       ;4850000;33;TEC     ;SEP     ;108;326;PUNTA ARENAS    ;1454987;387142;0;454705;1593;0;108;1;2800000;SI;NO ACEPTA;
55;F       ;63000;34;TEC     ;SOL     ;14;22;COPIAPO         ;0;1000000;0;0;10754;0;994;1;8000000;SI;NO ACEPTA;
56;M       ;681000;48;UNV     ;CAS     ;52;93;SANTIAGO        ;384966;-4828;0;0;832;0;0;1;1900000;NO;ACEPTA;
57;M       ;1800000;47;UNV     ;CAS     ;138;1;ARICA           ;6636360;425046;0;2954407;7866;21862;4852;2;3000000;SI;ACEPTA;
58;M       ;600000;32;TEC     ;CAS     ;75;186;PARRAL          ;0;0;0;0;0;0;748;0;2400000;NO;NO ACEPTA;
59;F       ;510000;39;TEC     ;CAS     ;96;131;RANCAGUA        ;0;1050000;0;279914;305;0;0;1;1000000;NO;NO ACEPTA;
60;F       ;1000000;46;UNV     ;SOL     ;138;1;ARICA           ;0;1171587;0;445308;0;0;23366;1;3900000;NO;ACEPTA;
61;M       ;1141000;52;UNV     ;SOL     ;24;88;SANTIAGO        ;0;4366829;1499997;0;79;0;3928;1;1400000;NO;NO ACEPTA;
62;M       ;1474000;44;MED     ;SOL     ;31;119;SANTIAGO        ;0;26223;0;812605;2338;0;16887;2;5100000;NO;ACEPTA;
63;M       ;55000;48;UNV     ;CAS     ;55;90;SANTIAGO        ;0;476416;0;252207;119;0;3;1;3800000;NO;ACEPTA;
64;F       ;696000;43;TEC     ;SOL     ;14;22;COPIAPO         ;1298602;1055159;0;398675;1619;0;295;1;500000;SI;NO ACEPTA;
65;M       ;50000;43;UNV     ;CAS     ;55;90;SANTIAGO        ;3113511;807606;0;715292;5921;2783;1550;2;1600000;NO;ACEPTA;
66;F       ;62600;47;TEC     ;SOL     ;134;16;ANTOFAGASTA     ;0;0;0;0;233;33227;134;1;1800000;SI;NO ACEPTA;
67;F       ;500000;54;TEC     ;CAS     ;122;516;LLO-LLEO        ;0;0;0;0;0;1412;0;0;2000000;NO;NO ACEPTA;
68;F       ;65000;52;TEC     ;SOL     ;94;301;ANCUD           ;0;250000;0;0;94;26415;0;1;1800000;SI;NO ACEPTA;
69;F       ;55000;44;MED     ;SOL     ;101;80;SANTIAGO        ;0;0;0;269800;0;0;4349;0;7500000;SI;NO ACEPTA;
70;M       ;2000000;40;UNV     ;CAS     ;10;5;IQUIQUE         ;0;0;0;1000000;0;24147;1021;0;8000000;SI;NO ACEPTA;
71;M       ;8000000;43;UNV     ;CAS     ;80;89;SANTIAGO        ;0;900000;11789569;0;3955;0;14439;2;2100000;NO;ACEPTA;
72;M       ;6380000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;46388;0;0;655;0;30;1;2400000;NO;ACEPTA;
73;M       ;7080000;44;UNV     ;CAS     ;31;119;SANTIAGO        ;0;288784;0;0;110;0;232;1;2700000;SI;ACEPTA;
74;F       ;796000;48;UNV     ;CAS     ;31;119;SANTIAGO        ;0;507866;0;0;678;0;0;1;3400000;NO;ACEPTA;
75;M       ;50000;55;UNV     ;CAS     ;55;90;SANTIAGO        ;957180;794387;0;158039;1144;10567;161;1;5800000;NO;ACEPTA;
76;M       ;535000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;0;0;0;1023;12617;0;1;1200000;NO;ACEPTA;
77;F       ;7420000;39;TEC     ;SOL     ;53;94;SANTIAGO        ;0;250000;0;51010;55;0;118;1;1600000;NO;NO ACEPTA;
78;M       ;73000;45;MED     ;VIU     ;55;90;SANTIAGO        ;0;1314098;0;1483415;357;0;3411;2;6200000;NO;ACEPTA;
79;M       ;700000;54;TEC     ;CAS     ;27;226;CONCEPCION      ;0;252382;0;153337;238;0;0;1;2600000;NO;ACEPTA;
80;M       ;670000;53;UNV     ;SOL     ;16;115;SANTIAGO        ;0;524752;0;760341;1037;13168;774;2;1700000;NO;ACEPTA;
81;F       ;1639000;41;UNV     ;CAS     ;38;88;SANTIAGO        ;1732363;102541;0;671262;7236;0;2278;3;2600000;NO;ACEPTA;
82;M       ;850000;41;MED     ;CAS     ;142;93;SANTIAGO        ;0;294437;0;438957;1450;0;0;1;2800000;SI;ACEPTA;
83;M       ;600000;33;UNV     ;SOL     ;32;105;SANTIAGO        ;0;249000;0;462509;1;0;1565;1;2200000;NO;NO ACEPTA;
84;M       ;540000;47;UNV     ;SOL     ;138;1;ARICA           ;0;297010;0;0;223;0;0;1;1900000;NO;ACEPTA;
85;F       ;1639000;41;UNV     ;CAS     ;38;88;SANTIAGO        ;1732363;102541;0;671262;7236;0;2278;3;2600000;NO;ACEPTA;
86;M       ;1354000;38;MED     ;CAS     ;12;13;CALAMA          ;0;1026302;0;0;142;23194;0;1;5800000;NO;NO ACEPTA;
87;F       ;526000;49;UNV     ;CAS     ;49;80;SANTIAGO        ;0;450000;0;0;82;0;2;1;1700000;NO;ACEPTA;
88;M       ;7340000;44;MED     ;CAS     ;55;90;SANTIAGO        ;0;457222;0;309295;139;0;16;2;2400000;SI;ACEPTA;
89;M       ;1000000;44;TEC     ;CAS     ;91;279;PANGUIPULLI     ;0;325843;0;2000000;132;0;2042;1;4700000;NO;NO ACEPTA;
90;M       ;773000;49;UNV     ;SOL     ;144;86;SANTIAGO        ;0;1168253;0;1131438;1774;0;1610;3;2100000;NO;ACEPTA;
91;M       ;910000;46;UNV     ;SOL     ;31;119;SANTIAGO        ;2850763;550000;0;0;3176;13974;34;2;1200000;NO;ACEPTA;
92;M       ;840000;48;UNV     ;CAS     ;152;84;SANTIAGO        ;0;0;0;1743230;35;32121;1486;1;4200000;NO;ACEPTA;
93;M       ;1400000;38;TEC     ;CAS     ;59;88;SANTIAGO        ;2067854;750000;0;267824;3307;0;679;2;3700000;NO;NO ACEPTA;
94;M       ;1500000;53;MED     ;CAS     ;27;226;CONCEPCION      ;0;59634;0;1500000;229;0;2230;1;7300000;NO;NO ACEPTA;
95;M       ;4860000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;800000;0;224191;0;0;0;1;1900000;NO;ACEPTA;
96;F       ;1942000;52;TEC     ;SOL     ;43;70;QUILPUE         ;0;1250000;0;0;4232;0;0;1;7500000;NO;NO ACEPTA;
97;F       ;450000;26;TEC     ;SOL     ;128;88;SANTIAGO        ;0;35976;0;237509;158;0;33;1;1700000;NO;NO ACEPTA;
98;M       ;1126000;54;UNV     ;SOL     ;27;226;CONCEPCION      ;0;700000;0;1500000;0;0;4037;1;5000000;SI;ACEPTA;
99;F       ;7500000;31;TEC     ;VIU     ;82;104;SANTIAGO        ;1379626;339194;0;250000;2058;0;35249;1;750000;NO;NO ACEPTA;
100;M       ;894000;28;MED     ;SOL     ;105;61;LA CALERA       ;0;308947;0;0;52;0;162;1;4200000;NO;NO ACEPTA;
101;M       ;716000;47;UNV     ;SOL     ;38;104;SANTIAGO        ;0;1050000;0;0;0;0;8972;1;1900000;NO;ACEPTA;
102;F       ;696000;43;TEC     ;CAS     ;14;22;COPIAPO         ;1298602;1055159;0;398675;1619;0;295;1;500000;SI;NO ACEPTA;
103;F       ;8200000;38;TEC     ;SOL     ;105;61;LA CALERA       ;0;250000;0;398399;0;0;358;0;4800000;NO;NO ACEPTA;
104;M       ;1000000;52;        ;SOL     ;18;93;SANTIAGO        ;0;800000;0;124713;1244;0;0;1;3800000;NO;ACEPTA;
105;M       ;521000;47;UNV     ;CAS     ;76;103;SANTIAGO        ;0;-903;0;250000;255;0;255;1;1900000;NO;ACEPTA;
106;F       ;823000;48;UNV     ;CAS     ;48;87;SANTIAGO        ;0;21772;0;483731;487;0;492;1;3700000;NO;ACEPTA;
107;F       ;4500000;33;TEC     ;SOL     ;105;59;QUILLOTA        ;0;611860;0;475174;516;0;396;1;2400000;NO;NO ACEPTA;
108;M       ;900000;38;UNV     ;CAS     ;29;92;SANTIAGO        ;0;250000;7110274;200000;184;0;7829;1;4300000;NO;NO ACEPTA;
109;F       ;4600000;44;UNV     ;CAS     ;118;94;SANTIAGO        ;0;13686;0;169317;1131;0;326;2;1300000;NO;ACEPTA;
110;F       ;50000;41;TEC     ;SOL     ;83;93;SANTIAGO        ;0;0;0;0;927;0;0;1;900000;SI;NO ACEPTA;
111;M       ;5730000;40;        ;CAS     ;76;98;SANTIAGO        ;0;93743;1365708;67513;197;0;1625;1;3700000;SI;ACEPTA;
112;M       ;702000;47;UNV     ;CAS     ;138;86;SANTIAGO        ;0;279136;0;250000;717;0;255;1;2100000;NO;ACEPTA;
113;M       ;1123000;38;TEC     ;CAS     ;68;213;LOS ANGELES     ;1286925;1858426;0;0;1712;0;0;1;2500000;NO;NO ACEPTA;
114;F       ;610000;47;UNV     ;CAS     ;37;115;SANTIAGO        ;0;53517;0;0;137;0;0;1;2400000;NO;ACEPTA;
115;M       ;50000;41;MED     ;CAS     ;55;90;SANTIAGO        ;0;724890;0;0;1813;0;2;2;2200000;NO;ACEPTA;
116;F       ;1900000;48;MED     ;CAS     ;56;135;MACHALI         ;1555879;450062;0;719865;5286;0;5054;3;6200000;SI;NO ACEPTA;
117;M       ;1368000;45;UNV     ;SOL     ;31;119;SANTIAGO        ;485498;1257884;0;130484;5903;0;28664;3;1000000;NO;ACEPTA;
118;M       ;8210000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;0;550000;0;138955;20;0;0;1;2300000;NO;ACEPTA;
119;F       ;444000;28;EUN     ;SOL     ;132;99;SANTIAGO        ;0;206506;0;0;664;0;0;3;1200000;NO;NO ACEPTA;
120;M       ;1106000;35;UNV     ;CAS     ;98;122;MELIPILLA       ;0;649998;0;429782;0;10982;395;0;4900000;SI;NO ACEPTA;
121;M       ;45000;40;MED     ;CAS     ;55;90;SANTIAGO        ;2208949;500000;0;950055;4777;11995;957;2;1800000;NO;ACEPTA;
122;M       ;45000;46;UNV     ;CAS     ;55;90;SANTIAGO        ;0;0;0;423654;1977;35734;1553;1;8000000;NO;ACEPTA;
123;M       ;75000;45;UNV     ;CAS     ;55;90;SANTIAGO        ;0;241622;0;900000;8;0;8486;1;2400000;NO;ACEPTA;
124;F       ;65000;44;TEC     ;SOL     ;93;118;SANTIAGO        ;0;1500000;0;927991;1711;17832;48;1;8000000;SI;NO ACEPTA;
125;M       ;780000;29;MED     ;CAS     ;20;49;LOS ANDES       ;0;279711;0;0;188;4514;0;2;3700000;NO;NO ACEPTA;
126;M       ;6000000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;2021072;620172;0;0;2330;69127;0;1;3800000;NO;ACEPTA;
127;M       ;850000;33;UNV     ;CAS     ;92;105;SANTIAGO        ;0;108441;0;432209;1184;0;472;2;3100000;SI;ACEPTA;
128;M       ;670000;47;UNV     ;SOL     ;16;115;SANTIAGO        ;0;524752;0;760341;1037;13168;774;2;1700000;NO;ACEPTA;
129;M       ;700000;33;TEC     ;CAS     ;12;13;CALAMA          ;1008411;500000;0;0;1486;6478;0;2;1300000;NO;NO ACEPTA;
130;F       ;5000000;30;TEC     ;CAS     ;52;105;SANTIAGO        ;0;250000;0;0;0;12113;0;0;4400000;NO;NO ACEPTA;
131;M       ;1296000;50;UNV     ;SOL     ;138;1;ARICA           ;3308393;48878;0;1532139;5568;0;1825;3;1000000;NO;ACEPTA;
132;F       ;53000;47;TEC     ;SEP     ;33;25;VALLENAR        ;0;1369068;0;56358;0;40063;0;0;8000000;SI;NO ACEPTA;
133;M       ;1400000;37;TEC     ;CAS     ;124;253;TEMUCO          ;599239;800000;0;0;770;24796;3474;1;5700000;NO;NO ACEPTA;
134;M       ;2155000;47;UNV     ;CAS     ;66;242;ANGOL           ;0;-2266;0;2500000;9562;15931;23389;1;3400000;NO;NO ACEPTA;
135;M       ;633000;35;TEC     ;CAS     ;39;84;SANTIAGO        ;0;73360;0;0;251;0;0;1;2300000;NO;NO ACEPTA;
136;M       ;700000;40;TEC     ;SOL     ;98;127;TALAGANTE       ;248892;300000;0;300000;319;0;306;1;2300000;SI;NO ACEPTA;
137;F       ;500000;59;TEC     ;CAS     ;84;89;SANTIAGO        ;0;581247;0;0;86;0;0;1;1500000;NO;NO ACEPTA;
138;F       ;67000;52;MED     ;SOL     ;12;13;CALAMA          ;0;18965;0;0;626;0;416;1;1800000;SI;NO ACEPTA;
139;F       ;500000;56;TEC     ;CAS     ;73;89;SANTIAGO        ;0;325889;0;0;2;0;30;1;1700000;NO;NO ACEPTA;
140;F       ;1176000;52;UNV     ;CAS     ;90;80;SANTIAGO        ;0;1300000;0;2133472;1306;0;2280;1;4600000;NO;ACEPTA;
141;M       ;500000;46;MED     ;CAS     ;151;226;CONCEPCION      ;0;0;0;0;0;27121;20;0;2000000;NO;NO ACEPTA;
142;M       ;1000000;48;UNV     ;SOL     ;152;88;SANTIAGO        ;0;15080;0;3745;201;0;253;1;4800000;NO;ACEPTA;
143;M       ;680000;31;TEC     ;CAS     ;44;176;SAN CLEMENTE    ;0;176792;0;400000;360;0;407;1;2400000;SI;NO ACEPTA;
144;M       ;650000;53;MED     ;SOL     ;27;226;CONCEPCION      ;673415;309777;0;0;940;42284;0;1;1700000;NO;ACEPTA;
145;F       ;6400000;64;TEC     ;CAS     ;78;184;COLBUN          ;0;789829;0;112684;11622;0;2;1;8000000;NO;NO ACEPTA;
146;F       ;60000;41;TEC     ;SOL     ;24;86;SANTIAGO        ;0;1520000;0;0;0;54357;0;0;6000000;NO;NO ACEPTA;
147;F       ;700000;54;MED     ;CAS     ;24;86;SANTIAGO        ;0;494595;0;30199;29;0;13;1;2400000;NO;NO ACEPTA;
148;F       ;1000000;52;UNV     ;CAS     ;138;1;ARICA           ;0;470852;0;94747;2945;0;459;3;2100000;NO;ACEPTA;
149;F       ;980000;51;UNV     ;CAS     ;138;1;ARICA           ;0;489879;0;0;279;2908;0;1;4500000;NO;ACEPTA;
150;M       ;1500000;47;UNV     ;SOL     ;85;88;SANTIAGO        ;0;59157;0;367147;388;0;0;1;7200000;NO;ACEPTA;
151;F       ;3895000;51;UNV     ;CAS     ;138;93;SANTIAGO        ;0;26464;0;0;564;68997;663;3;8000000;NO;ACEPTA;
152;F       ;8070000;38;TEC     ;VIU     ;80;115;SANTIAGO        ;0;300000;0;0;437;4724;239;1;2300000;NO;NO ACEPTA;
153;F       ;1073000;59;MED     ;CAS     ;55;93;SANTIAGO        ;0;1292403;0;0;46;14950;107;1;4100000;NO;NO ACEPTA;
154;F       ;500000;44;MED     ;CAS     ;36;67;VINA DEL MAR    ;0;938949;0;0;103;0;0;1;1100000;NO;NO ACEPTA;
155;F       ;652000;30;UNV     ;CAS     ;74;91;SANTIAGO        ;0;63522;0;0;185;0;0;1;2500000;NO;NO ACEPTA;
156;F       ;570000;42;MED     ;CAS     ;13;16;ANTOFAGASTA     ;0;0;0;0;710;29945;407;1;1600000;NO;NO ACEPTA;
157;M       ;1600000;46;MED     ;CAS     ;31;119;SANTIAGO        ;2781888;650000;0;2945713;8335;0;5025;2;1300000;NO;ACEPTA;
158;M       ;1350000;43;UNV     ;CAS     ;138;1;ARICA           ;0;950000;0;885181;544;0;587;1;5800000;NO;ACEPTA;
159;F       ;8230000;32;TEC     ;SOL     ;74;272;VALDIVIA        ;0;1400000;0;130674;9;0;0;1;2800000;NO;NO ACEPTA;
160;M       ;1100000;47;UNV     ;SOL     ;138;1;ARICA           ;0;453081;2183977;300000;48;0;35046;1;5100000;NO;ACEPTA;
161;M       ;500000;47;UNV     ;SEP     ;31;119;SANTIAGO        ;0;325000;0;300000;250;0;306;1;1700000;NO;ACEPTA;
162;M       ;601000;47;UNV     ;CAS     ;138;1;ARICA           ;0;90909;0;234949;591;0;303;1;1900000;SI;ACEPTA;
163;M       ;700000;60;MED     ;SOL     ;108;99;SANTIAGO        ;0;812080;0;0;94;0;0;1;2000000;NO;NO ACEPTA;
164;M       ;550000;30;EUN     ;SOL     ;90;226;CONCEPCION      ;0;21420;0;0;284;0;0;1;2000000;NO;NO ACEPTA;
165;M       ;591000;44;UNV     ;SOL     ;31;119;SANTIAGO        ;0;0;0;0;179;23076;4380;1;2200000;NO;ACEPTA;
166;F       ;510000;39;MED     ;CAS     ;96;131;RANCAGUA        ;0;1050000;0;279914;305;0;0;1;1000000;NO;NO ACEPTA;
167;M       ;4380000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;21564;0;100000;175;0;103;1;2600000;NO;ACEPTA;
168;M       ;68500;43;UNV     ;CAS     ;55;90;SANTIAGO        ;0;250000;0;250000;1894;0;900;2;800000;NO;ACEPTA;
169;F       ;50000;44;MED     ;SOL     ;73;89;SANTIAGO        ;0;0;0;0;2362;0;0;1;2200000;SI;NO ACEPTA;
170;F       ;1000000;42;MED     ;SOL     ;27;226;CONCEPCION      ;796361;259348;0;132718;1288;0;0;1;3800000;SI;NO ACEPTA;
171;M       ;1971000;42;MED     ;VIU     ;52;226;CONCEPCION      ;0;0;0;1379843;0;15454;57651;0;8000000;NO;NO ACEPTA;
172;M       ;500000;49;UNV     ;CAS     ;28;118;SANTIAGO        ;0;479508;0;12036;421;0;0;1;1600000;SI;ACEPTA;
173;F       ;2587000;47;MED     ;CAS     ;39;86;SANTIAGO        ;0;0;0;0;0;0;630;0;8000000;NO;NO ACEPTA;
174;M       ;648000;53;UNV     ;CAS     ;138;1;ARICA           ;0;215807;0;0;177;11556;0;1;2400000;NO;ACEPTA;
175;M       ;745000;38;MED     ;CAS     ;67;193;CHILLAN         ;0;288192;0;2711;5;3430;408;1;3500000;NO;NO ACEPTA;
176;F       ;65000;50;MED     ;SOL     ;38;93;SANTIAGO        ;2246139;465571;0;1576637;3439;0;17463;1;3600000;SI;NO ACEPTA;
177;M       ;3000000;39;MED     ;CAS     ;90;16;ANTOFAGASTA     ;0;800000;0;0;376;74080;35173;1;8000000;NO;NO ACEPTA;
178;M       ;900000;49;UNV     ;SOL     ;138;1;ARICA           ;853773;520000;0;322558;1845;0;572;1;2700000;NO;ACEPTA;
179;M       ;1262000;52;MED     ;SOL     ;138;1;ARICA           ;0;0;0;0;824;17957;0;1;5500000;NO;ACEPTA;
180;M       ;460000;26;UNV     ;CAS     ;138;1;ARICA           ;0;65899;0;250000;125;0;256;1;1800000;NO;ACEPTA;
181;M       ;73000;40;MED     ;CAS     ;100;85;SANTIAGO        ;0;641174;9006978;0;0;0;10876;1;8000000;NO;ACEPTA;
182;F       ;722000;36;MED     ;CAS     ;101;87;SANTIAGO        ;0;1408858;0;0;456;0;434;1;1500000;NO;NO ACEPTA;
183;M       ;79800;43;MED     ;CAS     ;90;108;SANTIAGO        ;0;590520;0;201952;1039;0;303;3;1800000;NO;ACEPTA;
184;M       ;8630000;44;UNV     ;CAS     ;90;82;SANTIAGO        ;0;600000;0;28011;0;0;2;1;2000000;NO;ACEPTA;
185;M       ;5210000;43;UNV     ;CAS     ;73;86;SANTIAGO        ;0;109632;0;0;804;0;0;2;3000000;NO;ACEPTA;
186;F       ;75000;43;TEC     ;SOL     ;51;91;SANTIAGO        ;0;600000;0;16175;0;0;16;0;2400000;SI;NO ACEPTA;
187;M       ;70000;40;UNV     ;CAS     ;55;90;SANTIAGO        ;1333106;461680;0;995278;2406;36175;1016;2;4000000;NO;ACEPTA;
188;M       ;767000;32;TEC     ;SOL     ;71;326;PUNTA ARENAS    ;1062721;224689;0;103119;1448;15086;6;1;2400000;NO;NO ACEPTA;
189;M       ;716000;58;MED     ;CAS     ;38;104;SANTIAGO        ;0;1050000;0;0;0;0;8972;1;1900000;NO;ACEPTA;
190;F       ;90000;38;TEC     ;SOL     ;50;88;SANTIAGO        ;0;0;0;0;1000;0;0;1;800000;SI;NO ACEPTA;
191;F       ;618000;45;MED     ;CAS     ;108;100;SANTIAGO        ;1527219;161055;0;0;1798;0;0;1;700000;NO;NO ACEPTA;
192;M       ;832000;41;TEC     ;CAS     ;13;16;ANTOFAGASTA     ;0;250000;0;1074252;0;16011;1037;0;4000000;NO;NO ACEPTA;
193;M       ;500000;30;MED     ;CAS     ;27;226;CONCEPCION      ;0;367595;0;300000;396;0;307;2;1700000;NO;ACEPTA;
