ID;GENERO;RENTA;EDAD;NIV_EDUC;E_CIVIL;COD_OFI;COD_COM;CIUDAD;COL_1;COL_2;COL_3;COL_4;D_ACTUAL;D_MES_ANT;PROM_DEUDA;M_MOROSO;MONTO;SEGURO;OFERTA;
1.190;M       ;827000;38;UNV     ;CAS     ;17;105;SANTIAGO        ;0;300000;0;0;1;7991;0;1;3900000;NO;NO ACEPTA;
1.191;F       ;63000;41;TEC     ;SOL     ;120;80;SANTIAGO        ;0;554424;0;0;0;27487;0;0;3500000;SI;NO ACEPTA;
1.192;M       ;800000;43;MED     ;SEP     ;138;1;ARICA           ;0;137664;0;500000;156;733;511;1;3900000;NO;ACEPTA;
1.193;F       ;788000;46;MED     ;SOL     ;73;80;SANTIAGO        ;0;1164494;0;0;0;21249;0;0;2800000;NO;NO ACEPTA;
1.194;M       ;7000000;43;UNV     ;CAS     ;107;86;SANTIAGO        ;0;730275;0;3000000;618;0;3062;1;6600000;NO;ACEPTA;
1.195;F       ;7300000;34;EUN     ;CAS     ;67;510;SANTIAGO        ;0;0;0;0;1281;0;2667;1;1300000;NO;NO ACEPTA;
1.196;F       ;6330000;44;UNV     ;CAS     ;103;115;SANTIAGO        ;0;515765;0;0;0;5271;0;1;1600000;SI;ACEPTA;
1.197;M       ;570000;58;UNV     ;SOL     ;43;70;QUILPUE         ;0;148617;919166;1300000;0;0;4235;0;2200000;NO;NO ACEPTA;
1.198;M       ;800000;38;TEC     ;CAS     ;14;22;COPIAPO         ;0;0;0;690464;0;0;705;0;4000000;SI;NO ACEPTA;
1.199;M       ;460000;26;UNV     ;CAS     ;27;226;CONCEPCION      ;0;65899;0;250000;125;0;256;1;1800000;NO;ACEPTA;
1.200;M       ;6500000;43;UNV     ;CAS     ;107;82;SANTIAGO        ;2006872;820302;0;0;1030;0;0;1;1300000;SI;ACEPTA;
1.201;F       ;1003000;41;TEC     ;SEP     ;59;98;SANTIAGO        ;648418;385450;0;487910;1993;0;247;2;3100000;NO;ACEPTA;
1.202;M       ;1240000;50;UNV     ;CAS     ;125;88;SANTIAGO        ;0;315204;0;500000;3659;0;180;1;2600000;NO;ACEPTA;
1.203;M       ;500000;37;UNV     ;CAS     ;90;84;SANTIAGO        ;0;450000;0;0;41;0;0;1;1600000;NO;NO ACEPTA;
1.204;M       ;500000;43;UNV     ;CAS     ;31;119;SANTIAGO        ;450336;83218;0;498493;845;0;1555;2;1200000;NO;ACEPTA;
1.205;M       ;1129000;50;UNV     ;SOL     ;108;80;SANTIAGO        ;0;291532;0;749653;4783;0;3134;2;900000;NO;ACEPTA;
1.206;M       ;660000;37;UNV     ;SOL     ;27;226;CONCEPCION      ;0;43216;0;300000;848;20461;919;2;1800000;NO;NO ACEPTA;
1.207;M       ;820000;49;UNV     ;CAS     ;45;92;SANTIAGO        ;997557;490292;0;1000000;1330;0;1018;1;2700000;NO;ACEPTA;
1.208;M       ;511000;50;TEC     ;SOL     ;138;1;ARICA           ;0;123885;0;142686;0;2277;552;1;2000000;NO;ACEPTA;
1.209;M       ;460000;55;TEC     ;CAS     ;27;226;CONCEPCION      ;499409;5562;0;340425;880;1476;325;1;1000000;NO;ACEPTA;
1.210;M       ;6040000;40;UNV     ;SEP     ;55;90;SANTIAGO        ;53599;2850;0;592126;1460;2140;120;2;500000;NO;ACEPTA;
1.211;F       ;55000;43;TEC     ;SOL     ;59;86;SANTIAGO        ;0;1399906;0;0;888;58315;1;1;8000000;SI;NO ACEPTA;
1.212;F       ;51800;53;TEC     ;SOL     ;25;88;SANTIAGO        ;0;522938;0;496620;531;0;161;1;6900000;SI;NO ACEPTA;
1.213;M       ;1211000;36;MED     ;CAS     ;30;98;SANTIAGO        ;0;858970;0;568510;0;0;13329;0;5200000;NO;NO ACEPTA;
1.214;M       ;486000;49;UNV     ;CAS     ;138;1;ARICA           ;0;421169;0;250000;469;0;255;3;1500000;NO;ACEPTA;
1.215;F       ;500000;29;TEC     ;CAS     ;105;63;HIJUELAS        ;0;0;0;0;22;0;0;1;2000000;NO;NO ACEPTA;
1.216;M       ;530000;51;MED     ;CAS     ;31;119;SANTIAGO        ;775305;200000;0;119492;1076;33111;11378;1;1100000;NO;ACEPTA;
1.217;F       ;1000000;47;UNV     ;SEP     ;15;67;VINA DEL MAR    ;0;199629;0;774251;162;0;815;1;4900000;NO;NO ACEPTA;
1.218;M       ;8180000;40;UNV     ;CAS     ;55;90;SANTIAGO        ;0;300000;0;244190;51;0;109;1;1800000;NO;ACEPTA;
1.219;F       ;740000;43;MED     ;CAS     ;65;74;SAN ANTONIO     ;0;1891842;0;152025;0;0;152;0;1100000;NO;NO ACEPTA;
1.220;M       ;90000;50;MED     ;SEP     ;55;90;SANTIAGO        ;1235092;600000;0;0;1783;0;0;2;2200000;NO;ACEPTA;
1.221;M       ;685000;51;UNV     ;CAS     ;82;108;SANTIAGO        ;0;164272;0;99401;114;0;1152;1;2600000;NO;ACEPTA;
1.222;M       ;550000;30;TEC     ;SOL     ;90;226;CONCEPCION      ;0;21420;0;0;284;0;0;1;2000000;NO;NO ACEPTA;
1.223;F       ;6700000;30;TEC     ;VIU     ;61;284;OSORNO          ;0;989745;0;0;31;17767;0;1;1900000;NO;NO ACEPTA;
1.224;M       ;770000;53;TEC     ;CAS     ;27;226;CONCEPCION      ;0;1467706;0;1337348;302;0;553;1;2400000;NO;ACEPTA;
1.225;F       ;500000;29;MED     ;CAS     ;104;85;SANTIAGO        ;0;168492;0;87200;77;0;3;1;1900000;NO;NO ACEPTA;
1.226;M       ;445000;54;UNV     ;SOL     ;27;226;CONCEPCION      ;0;194642;0;0;22;0;0;1;1600000;NO;ACEPTA;
1.227;F       ;4500000;36;MED     ;VIU     ;10;5;IQUIQUE         ;0;0;0;0;2049;17107;295;1;3000000;NO;NO ACEPTA;
1.228;F       ;550000;39;TEC     ;SEP     ;48;88;SANTIAGO        ;0;300000;0;0;310;0;0;1;1900000;NO;NO ACEPTA;
1.229;F       ;1520000;50;UNV     ;CAS     ;31;119;SANTIAGO        ;0;1150000;8101805;0;0;0;9463;1;8000000;NO;ACEPTA;
1.230;M       ;6210000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;198960;0;0;0;0;450;1;2100000;NO;ACEPTA;
1.231;M       ;1400000;48;UNV     ;CAS     ;138;1;ARICA           ;0;800000;0;880556;0;14820;520;1;6200000;NO;ACEPTA;
1.232;F       ;550000;32;TEC     ;SOL     ;39;105;SANTIAGO        ;0;85293;0;500000;1080;21759;510;2;1200000;NO;NO ACEPTA;
1.233;F       ;75000;50;TEC     ;SOL     ;75;516;LLO-LLEO        ;0;489752;0;0;10;0;0;1;2000000;SI;NO ACEPTA;
1.234;M       ;1200000;24;TEC     ;CAS     ;116;131;RANCAGUA        ;1766770;0;0;0;1849;0;0;1;4200000;NO;ACEPTA;
1.235;M       ;61700;52;MED     ;CAS     ;31;119;SANTIAGO        ;0;843757;0;17233446;6406;0;50224;3;3800000;NO;ACEPTA;
1.236;M       ;700000;27;TEC     ;CAS     ;13;80;SANTIAGO        ;0;0;0;0;1575;0;458;2;1300000;NO;NO ACEPTA;
1.237;F       ;46000;43;MED     ;SOL     ;11;11;TOCOPILLA       ;0;476919;0;0;0;0;2740;0;6100000;SI;NO ACEPTA;
1.238;M       ;600000;60;TEC     ;SOL     ;67;193;CHILLAN         ;221725;990000;0;500000;296;0;511;1;1200000;NO;NO ACEPTA;
1.239;M       ;787000;53;MED     ;CAS     ;17;80;SANTIAGO        ;1493566;1289990;0;205949;1760;74867;228;1;1200000;NO;ACEPTA;
1.240;F       ;82300;47;MED     ;SOL     ;126;80;SANTIAGO        ;0;239267;0;0;641;0;0;1;1500000;SI;NO ACEPTA;
1.241;M       ;1000000;46;UNV     ;SOL     ;90;80;SANTIAGO        ;0;2973477;0;0;3071;22190;3170;2;2000000;NO;ACEPTA;
1.242;M       ;46300;42;MED     ;CAS     ;55;90;SANTIAGO        ;0;230794;0;336770;114;38343;0;1;6800000;NO;ACEPTA;
1.243;F       ;2487000;52;UNV     ;CAS     ;29;89;SANTIAGO        ;0;99020;0;3610629;891;4621;21559;3;8000000;SI;ACEPTA;
1.244;F       ;5580000;32;TEC     ;CAS     ;34;29;LA SERENA       ;0;862294;0;0;75;0;0;1;6700000;NO;NO ACEPTA;
1.245;M       ;1470000;45;UNV     ;CAS     ;54;93;SANTIAGO        ;0;800000;0;0;3379;0;18055;1;4000000;NO;ACEPTA;
1.246;F       ;9000000;34;MED     ;SEP     ;84;91;SANTIAGO        ;0;7254;0;492057;1017;0;300;1;1600000;SI;NO ACEPTA;
1.247;M       ;1230000;34;UNV     ;CAS     ;85;67;VINA DEL MAR    ;0;1282357;0;0;37;45047;0;1;4900000;NO;NO ACEPTA;
1.248;F       ;730000;50;TEC     ;CAS     ;138;1;ARICA           ;0;600000;0;0;1981;0;612;2;1000000;NO;ACEPTA;
1.249;M       ;1600000;39;UNV     ;CAS     ;151;226;CONCEPCION      ;0;21994;1578568;600000;1474;0;8148;2;8000000;SI;NO ACEPTA;
1.250;M       ;800000;47;UNV     ;SOL     ;138;1;ARICA           ;477812;250000;4852448;611836;1229;31636;6147;2;2800000;NO;ACEPTA;
1.251;M       ;2000000;41;TEC     ;CAS     ;64;92;SANTIAGO        ;0;1742847;0;1864651;490;55283;0;1;8000000;NO;NO ACEPTA;
1.252;M       ;460000;49;UNV     ;CAS     ;138;1;ARICA           ;499409;5562;0;340425;880;1476;325;1;1000000;NO;ACEPTA;
1.253;M       ;9100000;42;UNV     ;CAS     ;19;92;SANTIAGO        ;0;0;0;0;1676;23418;715;1;3900000;NO;ACEPTA;
1.254;M       ;489000;48;UNV     ;CAS     ;108;115;SANTIAGO        ;0;600000;0;0;686;0;0;3;1300000;NO;ACEPTA;
1.255;F       ;63900;42;MED     ;SEP     ;74;272;VALDIVIA        ;4502481;650000;0;0;5402;0;922;1;600000;SI;NO ACEPTA;
1.256;M       ;1000000;52;UNV     ;SOL     ;138;1;ARICA           ;0;0;0;0;0;0;0;1;5000000;NO;ACEPTA;
1.257;M       ;77200;52;UNV     ;CAS     ;49;104;SANTIAGO        ;0;19900;0;500000;2739;0;1536;3;1900000;NO;ACEPTA;
1.258;F       ;730000;54;MED     ;SOL     ;27;226;CONCEPCION      ;0;5719;0;554061;1440;0;912;3;1500000;NO;ACEPTA;
1.259;F       ;700000;51;MED     ;CAS     ;90;88;SANTIAGO        ;0;1000000;0;500000;2305;0;3873;2;500000;NO;NO ACEPTA;
1.260;F       ;500000;48;UNV     ;CAS     ;31;119;SANTIAGO        ;0;0;0;0;0;0;2600;1;2000000;SI;ACEPTA;
1.261;M       ;45000;55;MED     ;CAS     ;55;90;SANTIAGO        ;0;800000;0;2789243;4821;0;21770;1;5000000;NO;ACEPTA;
1.262;M       ;8500000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;9497318;350000;0;66;10346;0;26476;1;1700000;SI;ACEPTA;
1.263;F       ;57700;37;MED     ;SOL     ;70;261;VILLARRICA      ;293074;500000;0;0;0;2169;0;0;1700000;SI;NO ACEPTA;
1.264;M       ;80000;41;UNV     ;CAS     ;104;93;SANTIAGO        ;3062897;879;0;778021;4048;1213;729;2;2000000;NO;ACEPTA;
1.265;M       ;8230000;39;UNV     ;CAS     ;55;90;SANTIAGO        ;0;0;0;0;210;0;0;1;1800000;NO;ACEPTA;
1.266;F       ;460000;36;TEC     ;CAS     ;37;99;SANTIAGO        ;0;500000;0;0;67;0;0;1;1400000;NO;NO ACEPTA;
1.267;F       ;450000;51;MED     ;CAS     ;91;279;PANGUIPULLI     ;0;181015;0;250000;196;0;256;1;1700000;NO;NO ACEPTA;
1.268;M       ;860000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;58926;0;500000;501;0;3831;1;3800000;NO;ACEPTA;
1.269;M       ;74700;45;MED     ;CAS     ;120;85;SANTIAGO        ;0;304160;0;51881;1147;0;0;3;1300000;NO;ACEPTA;
1.270;M       ;1122000;48;UNV     ;SOL     ;138;1;ARICA           ;1999121;951162;0;300000;2586;0;0;1;2700000;NO;ACEPTA;
1.271;F       ;66900;39;MED     ;SOL     ;90;80;SANTIAGO        ;0;0;0;0;503;0;0;1;8000000;SI;NO ACEPTA;
1.272;M       ;800000;48;UNV     ;CAS     ;78;182;LINARES         ;0;883111;0;0;335;0;0;1;3200000;NO;NO ACEPTA;
1.273;M       ;2210000;47;UNV     ;CAS     ;31;119;SANTIAGO        ;0;1937257;0;1416067;5497;0;21772;3;7800000;NO;ACEPTA;
1.274;M       ;52600;40;UNV     ;CAS     ;55;90;SANTIAGO        ;0;1589297;0;1022973;8582;32651;2050;2;1200000;NO;ACEPTA;
1.275;M       ;770000;48;UNV     ;CAS     ;138;1;ARICA           ;0;1467706;0;1337348;302;0;553;1;2400000;NO;ACEPTA;
1.276;M       ;529000;32;TEC     ;CAS     ;42;31;COQUIMBO        ;0;500000;0;0;935;2290;0;1;1200000;NO;NO ACEPTA;
1.277;M       ;800000;53;UNV     ;VIU     ;138;1;ARICA           ;0;300000;0;228415;0;0;71;1;3700000;SI;ACEPTA;
1.278;F       ;463000;49;MED     ;CAS     ;138;1;ARICA           ;0;-4030;0;292673;142;0;81;1;1800000;NO;ACEPTA;
1.279;M       ;2500000;44;TEC     ;CAS     ;88;67;VINA DEL MAR    ;0;2731445;0;209098;45;0;0;1;8000000;NO;NO ACEPTA;
1.280;F       ;2100000;52;TEC     ;CAS     ;102;90;SANTIAGO        ;0;2720553;0;0;0;0;31;0;8000000;NO;NO ACEPTA;
1.281;M       ;871000;48;UNV     ;SOL     ;138;1;ARICA           ;0;900000;0;0;0;1872;0;1;3500000;SI;ACEPTA;
1.282;F       ;6100000;31;TEC     ;SOL     ;17;115;SANTIAGO        ;0;0;0;0;0;0;359;0;2700000;NO;NO ACEPTA;
1.283;F       ;6740000;37;TEC     ;SOL     ;20;326;PUNTA ARENAS    ;0;700000;0;0;108;4470;0;1;1700000;NO;NO ACEPTA;
1.284;F       ;78300;60;MED     ;SOL     ;59;88;SANTIAGO        ;0;518245;0;54448;147;0;0;1;1700000;SI;NO ACEPTA;
1.285;F       ;1400000;58;        ;CAS     ;45;93;SANTIAGO        ;0;584836;0;0;458;0;0;1;6500000;SI;NO ACEPTA;
1.286;M       ;600000;23;TEC     ;SOL     ;90;97;SANTIAGO        ;0;285070;0;130936;0;0;16308;1;2200000;NO;ACEPTA;
1.287;M       ;1230000;47;MED     ;CAS     ;138;1;ARICA           ;0;6741;0;0;2975;0;0;3;3200000;NO;ACEPTA;
1.288;M       ;818000;54;TEC     ;CAS     ;27;226;CONCEPCION      ;0;0;0;34095;0;4853;0;1;4100000;NO;ACEPTA;
1.289;F       ;700000;48;MED     ;SOL     ;60;291;PUERTO MONTT    ;0;300000;0;0;0;11820;0;0;2500000;NO;NO ACEPTA;
1.290;F       ;543000;52;TEC     ;CAS     ;27;226;CONCEPCION      ;0;151767;0;300000;104;0;306;1;2100000;NO;ACEPTA;
1.291;F       ;600000;42;MED     ;CAS     ;85;88;SANTIAGO        ;0;19945;0;443145;192;0;452;1;2300000;NO;ACEPTA;
1.292;F       ;2890000;53;MED     ;CAS     ;90;88;SANTIAGO        ;0;0;0;0;816;43355;9966;1;8000000;NO;NO ACEPTA;
1.293;M       ;1792000;47;UNV     ;CAS     ;138;1;ARICA           ;0;512171;0;380733;0;0;4;1;8000000;NO;ACEPTA;
1.294;F       ;1471000;41;MED     ;CAS     ;90;89;SANTIAGO        ;0;800000;0;0;2903;29018;325;1;4500000;NO;NO ACEPTA;
1.295;M       ;1325000;48;UNV     ;CAS     ;138;1;ARICA           ;4417010;166245;0;1500000;5500;41223;3411;2;1200000;NO;ACEPTA;
1.296;M       ;1410000;44;TEC     ;CAS     ;45;80;SANTIAGO        ;0;74335;0;864319;654;0;786;1;6400000;NO;NO ACEPTA;
1.297;M       ;970000;46;UNV     ;CAS     ;149;105;SANTIAGO        ;0;277892;3467503;735001;264;0;12848;2;4600000;SI;ACEPTA;
1.298;M       ;92000;46;UNV     ;CAS     ;55;90;SANTIAGO        ;984542;499990;0;357420;5095;0;1824;3;7000000;NO;ACEPTA;
1.299;F       ;440000;39;UNV     ;CAS     ;60;291;PUERTO MONTT    ;0;600000;0;92424;517;0;0;2;1200000;NO;NO ACEPTA;
1.300;M       ;690000;;TEC     ;SOL     ;15;513;CON-CON         ;0;899994;0;0;13;16666;77;1;1900000;NO;NO ACEPTA;
1.301;M       ;61500;;BAS     ;CAS     ;55;90;SANTIAGO        ;1020898;1774;0;435358;2091;0;10464;1;900000;NO;ACEPTA;
1.302;M       ;4900000;;UNV     ;SEP     ;122;89;SANTIAGO        ;0;547788;0;45169;39;0;0;1;3400000;NO;ACEPTA;
1.303;F       ;850000;;UNV     ;CAS     ;76;80;SANTIAGO        ;0;391282;0;0;694;0;641;2;3600000;SI;ACEPTA;
1.304;M       ;1194000;;UNV     ;CAS     ;31;119;SANTIAGO        ;0;250000;0;0;1471;0;0;2;4500000;NO;ACEPTA;
1.305;M       ;1200000;38;UNV     ;SOL     ;18;99;SANTIAGO        ;0;403230;0;0;4806;0;1218;2;1200000;SI;NO ACEPTA;
1.306;F       ;7000000;37;TEC     ;SOL     ;31;119;SANTIAGO        ;3324622;400000;0;2000000;3654;0;2037;1;1300000;NO;NO ACEPTA;
1.307;F       ;5430000;34;TEC     ;SOL     ;13;22;COPIAPO         ;0;588499;0;0;11;8151;0;1;4000000;NO;NO ACEPTA;
1.308;F       ;500000;50;MED     ;CAS     ;31;119;SANTIAGO        ;949626;600000;0;6287;1173;0;8663;2;500000;SI;ACEPTA;
1.309;M       ;1346000;53;UNV     ;SOL     ;27;226;CONCEPCION      ;0;0;0;188111;0;0;3788;1;6800000;NO;ACEPTA;
1.310;M       ;1000000;33;TEC     ;SOL     ;21;502;CHUQUICAMATA    ;2087283;250000;0;633472;2313;0;816;1;2700000;NO;NO ACEPTA;
1.311;M       ;560000;31;UNV     ;CAS     ;13;16;ANTOFAGASTA     ;0;250000;0;0;378;17832;474;1;1900000;NO;NO ACEPTA;
1.312;M       ;1400000;37;MED     ;SEP     ;84;16;ANTOFAGASTA     ;0;1764296;0;0;5;0;0;1;5300000;NO;NO ACEPTA;
1.313;F       ;1500000;39;MED     ;SEP     ;90;85;SANTIAGO        ;0;-78103;0;921362;1542;0;938;3;6000000;NO;NO ACEPTA;
1.314;M       ;1500000;53;TEC     ;CAS     ;90;89;SANTIAGO        ;4009010;675151;0;2150975;4579;22191;3395;2;2900000;SI;ACEPTA;
1.315;F       ;564000;55;BAS     ;CAS     ;20;50;SAN ESTEBAN     ;0;299927;0;0;819;0;0;1;1500000;SI;NO ACEPTA;
1.316;M       ;772000;46;UNV     ;CAS     ;31;119;SANTIAGO        ;0;-17434;0;250000;1258;0;256;2;2700000;SI;ACEPTA;
1.317;M       ;1981000;44;MED     ;VIU     ;90;121;SANTIAGO        ;0;1250000;0;0;6784;57588;1556;3;5200000;NO;NO ACEPTA;
1.318;M       ;1300000;46;UNV     ;CAS     ;90;86;SANTIAGO        ;0;0;0;0;3464;0;18618;2;3100000;NO;ACEPTA;
1.319;F       ;70000;41;TEC     ;SOL     ;47;112;SANTIAGO        ;0;309072;0;700000;328;0;715;1;2100000;SI;NO ACEPTA;
1.320;M       ;2880000;44;TEC     ;CAS     ;52;90;SANTIAGO        ;446177;166289;0;1941959;1078;36805;2;1;8000000;NO;NO ACEPTA;
1.321;F       ;750000;44;UNV     ;CAS     ;31;119;SANTIAGO        ;1654119;309586;0;500000;2261;0;512;1;1500000;SI;ACEPTA;
1.322;M       ;1580000;34;MED     ;CAS     ;35;106;SANTIAGO        ;0;3040151;0;1493101;1624;0;1519;1;6500000;SI;NO ACEPTA;
1.323;F       ;439000;38;UNV     ;CAS     ;30;98;SANTIAGO        ;0;0;0;0;651;2790;0;1;1200000;NO;NO ACEPTA;
1.324;F       ;526000;49;MED     ;CAS     ;59;88;SANTIAGO        ;0;750000;0;0;0;0;8016;0;1400000;NO;NO ACEPTA;
1.325;M       ;1500000;43;TEC     ;CAS     ;24;88;SANTIAGO        ;3106530;294809;0;0;537;38564;0;1;4100000;NO;NO ACEPTA;
1.326;M       ;700000;46;MED     ;CAS     ;31;119;SANTIAGO        ;1053841;873985;0;1416401;2270;0;1257;2;550000;NO;ACEPTA;
1.327;M       ;9500000;43;UNV     ;CAS     ;55;90;SANTIAGO        ;0;223123;0;0;235;0;0;1;2700000;NO;ACEPTA;
1.328;F       ;5580000;35;TEC     ;VIU     ;61;284;OSORNO          ;0;368898;0;500000;1332;0;540;1;1500000;NO;NO ACEPTA;
1.329;M       ;710000;40;UNV     ;SOL     ;43;70;QUILPUE         ;0;202875;0;481363;515;0;2996;1;2400000;SI;NO ACEPTA;
1.330;M       ;461000;45;UNV     ;CAS     ;19;115;SANTIAGO        ;0;158676;0;0;284;0;0;2;1600000;NO;ACEPTA;
1.331;M       ;800000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;288012;0;0;6;0;308;1;3800000;SI;ACEPTA;
1.332;M       ;550000;36;UNV     ;SOL     ;12;13;CALAMA          ;0;252234;0;644009;0;1401;261;0;2000000;NO;NO ACEPTA;
1.333;M       ;7500000;43;UNV     ;CAS     ;48;105;SANTIAGO        ;0;201407;0;589842;5016;1083;761;3;1500000;NO;ACEPTA;
1.334;F       ;1000000;50;UNV     ;CAS     ;90;80;SANTIAGO        ;0;803937;0;700000;49;27099;311;1;4200000;NO;ACEPTA;
1.335;M       ;2067000;38;MED     ;SOL     ;59;91;SANTIAGO        ;0;1174851;0;0;78;0;36;1;8000000;NO;NO ACEPTA;
1.336;F       ;8000000;41;TEC     ;SOL     ;84;100;SANTIAGO        ;0;233117;0;0;13;0;0;1;2200000;NO;NO ACEPTA;
1.337;M       ;500000;48;UNV     ;CAS     ;138;1;ARICA           ;927309;238285;0;0;1055;2655;2430;1;900000;NO;ACEPTA;
1.338;M       ;500000;47;TEC     ;SEP     ;138;1;ARICA           ;0;325000;0;300000;250;0;306;1;1700000;NO;ACEPTA;
1.339;M       ;1235000;53;UNV     ;SOL     ;31;118;SANTIAGO        ;0;428461;0;736084;2560;0;1074;3;3700000;NO;ACEPTA;
1.340;M       ;3223000;47;TEC     ;SOL     ;138;1;ARICA           ;0;1100000;0;2969577;5135;33455;23823;3;8000000;NO;ACEPTA;
1.341;M       ;481000;51;MED     ;CAS     ;138;1;ARICA           ;0;310561;0;0;278;0;0;1;1700000;SI;ACEPTA;
1.342;F       ;450000;41;MED     ;CAS     ;90;98;SANTIAGO        ;0;0;0;0;0;9563;0;0;1800000;NO;NO ACEPTA;
1.343;M       ;55800;44;UNV     ;CAS     ;54;88;SANTIAGO        ;0;0;0;2651422;0;0;2513;1;8000000;NO;ACEPTA;
1.344;M       ;724000;47;UNV     ;CAS     ;138;1;ARICA           ;0;500000;0;1963;0;0;2;1;2400000;NO;ACEPTA;
1.345;F       ;45000;39;MED     ;SOL     ;78;182;LINARES         ;0;767981;0;21493;1648;0;22;1;1200000;SI;NO ACEPTA;
1.346;M       ;1634000;53;MED     ;CAS     ;27;226;CONCEPCION      ;864795;1471753;0;0;1231;56184;0;1;7500000;NO;ACEPTA;
1.347;M       ;598000;45;UNV     ;CAS     ;129;106;SANTIAGO        ;0;206413;0;0;2;0;0;1;2200000;NO;ACEPTA;
1.348;M       ;2500000;44;        ;CAS     ;88;67;VINA DEL MAR    ;0;2731445;0;209098;45;0;0;1;8000000;NO;NO ACEPTA;
1.349;M       ;8500000;43;UNV     ;CAS     ;55;90;SANTIAGO        ;0;800000;0;0;218;0;34157;1;5200000;NO;ACEPTA;
1.350;M       ;450000;52;UNV     ;CAS     ;27;226;CONCEPCION      ;0;28427;3746797;247672;32;0;4160;1;1800000;NO;ACEPTA;
1.351;F       ;440000;32;UNV     ;SOL     ;37;105;SANTIAGO        ;0;100000;0;85000;213;0;372;1;1600000;NO;NO ACEPTA;
1.352;M       ;52700;49;MED     ;CAS     ;55;90;SANTIAGO        ;0;582361;0;1084908;68;0;3732;2;6200000;SI;ACEPTA;
1.353;M       ;80000;42;UNV     ;CAS     ;83;85;SANTIAGO        ;0;912644;0;500000;880;0;510;2;3100000;NO;ACEPTA;
1.354;M       ;5000000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;0;989358;0;533799;64;13351;624;2;4600000;NO;ACEPTA;
1.355;M       ;800000;40;UNV     ;SOL     ;18;115;SANTIAGO        ;0;1000000;0;0;1744;0;0;2;2300000;NO;ACEPTA;
1.356;M       ;800000;48;TEC     ;CAS     ;78;182;LINARES         ;0;883111;0;0;335;0;0;1;3200000;NO;NO ACEPTA;
1.357;M       ;500000;47;UNV     ;SOL     ;51;90;SANTIAGO        ;0;770474;0;373143;0;0;198;0;1300000;NO;NO ACEPTA;
1.358;F       ;5820000;34;TEC     ;CAS     ;16;91;SANTIAGO        ;0;550000;0;0;0;30700;0;0;3500000;NO;NO ACEPTA;
1.359;M       ;1600000;40;MED     ;CAS     ;59;85;SANTIAGO        ;0;1039141;0;487428;544;0;323;1;8000000;NO;ACEPTA;
1.360;F       ;77300;46;TEC     ;SOL     ;72;22;COPIAPO         ;0;0;0;296285;0;0;302;0;2800000;SI;NO ACEPTA;
1.361;M       ;4600000;44;MED     ;CAS     ;45;103;SANTIAGO        ;0;458952;0;0;979;3460;0;2;1500000;NO;ACEPTA;
1.362;M       ;4600000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;1143805;350000;0;1553131;1223;0;1233;1;1400000;NO;ACEPTA;
1.363;M       ;1743000;54;UNV     ;SOL     ;90;80;SANTIAGO        ;0;1657230;0;0;6766;37046;2155;2;3700000;SI;ACEPTA;
1.364;M       ;1380000;45;TEC     ;VIU     ;138;1;ARICA           ;0;29024;0;1000000;1259;47364;2913;2;5700000;NO;ACEPTA;
1.365;F       ;943000;37;UNV     ;SOL     ;83;115;SANTIAGO        ;0;-7005;0;0;151;0;968;2;4600000;SI;NO ACEPTA;
1.366;F       ;1500000;40;MED     ;CAS     ;52;118;SANTIAGO        ;0;1207;0;300000;3034;0;306;3;4500000;SI;ACEPTA;
1.367;M       ;750000;53;TEC     ;CAS     ;27;226;CONCEPCION      ;0;156284;0;0;304;0;0;1;3500000;SI;ACEPTA;
1.368;M       ;500000;45;MED     ;VIU     ;138;1;ARICA           ;0;60047;0;600000;943;0;12055;3;1100000;NO;ACEPTA;
1.369;M       ;45500;50;UNV     ;CAS     ;55;90;SANTIAGO        ;0;869758;0;0;235;0;0;2;4200000;NO;ACEPTA;
1.370;M       ;1528000;39;UNV     ;SOL     ;82;92;SANTIAGO        ;2630553;619378;0;1458420;3040;0;0;1;6000000;NO;NO ACEPTA;
1.371;M       ;1230000;34;MED     ;SOL     ;85;67;VINA DEL MAR    ;0;1282357;0;0;37;45047;0;1;4900000;NO;NO ACEPTA;
1.372;F       ;8500000;37;TEC     ;VIU     ;76;93;SANTIAGO        ;0;500000;0;0;0;0;2;0;5000000;NO;NO ACEPTA;
1.373;F       ;524000;30;TEC     ;SOL     ;127;115;SANTIAGO        ;0;1064270;0;190435;6;22736;696;1;1100000;NO;NO ACEPTA;
1.374;F       ;6140000;33;TEC     ;SOL     ;71;326;PUNTA ARENAS    ;0;1557754;0;0;540;0;0;1;2400000;NO;NO ACEPTA;
1.375;M       ;1197000;39;UNV     ;CAS     ;55;226;CONCEPCION      ;0;250000;0;1182;3541;21718;263;1;2500000;NO;NO ACEPTA;
1.376;F       ;1600000;43;MED     ;CAS     ;76;88;SANTIAGO        ;0;748651;0;0;85;0;0;1;8000000;NO;NO ACEPTA;
1.377;F       ;55000;54;TEC     ;SOL     ;19;88;SANTIAGO        ;0;303898;0;0;2054;0;0;1;700000;SI;NO ACEPTA;
